thread_id,event_name,split,observation_ratio,observed_reply_count,forecast_reply_count,observed_neg_ratio,observed_neu_ratio,observed_pos_ratio,future_neg_ratio,future_neu_ratio,future_pos_ratio,observed_majority_sentiment,future_majority_sentiment,future_neg_bucket,reply_count,node_count,edge_count,root_children,avg_depth,max_depth,branching_factor,leaf_ratio,observed_time_span_seconds,direct_to_source_ratio
552783667052167168,charliehebdo,train,0.7,4,3,0.25,0.75,0.0,0.3333333333333333,0.6666666666666666,0.0,neutral,neutral,"[0.3,0.6)",4.0,5.0,4.0,2.0,1.75,3.0,1.3333333730697632,0.4000000059604645,946.0,0.5
552785375161499649,charliehebdo,train,0.7,2,1,0.0,0.5,0.5,0.0,1.0,0.0,neutral,neutral,"[0.0,0.1)",2.0,3.0,2.0,2.0,1.0,1.0,2.0,0.6666666865348816,7.0,1.0
552791196247269378,charliehebdo,train,0.7,15,7,0.3333333333333333,0.6,0.06666666666666667,0.14285714285714285,0.8571428571428571,0.0,neutral,neutral,"[0.1,0.3)",15.0,16.0,15.0,14.0,1.0666667222976685,2.0,7.5,0.875,598.0,0.9333333333333333
552791578893619200,charliehebdo,train,0.7,14,6,0.6428571428571429,0.21428571428571427,0.14285714285714285,0.6666666666666666,0.3333333333333333,0.0,negative,negative,"[0.6,1.0]",14.0,15.0,14.0,14.0,1.0,1.0,14.0,0.9333333373069763,4090.0,1.0
552792544132997121,charliehebdo,train,0.7,11,6,0.18181818181818182,0.8181818181818182,0.0,0.16666666666666666,0.8333333333333334,0.0,neutral,neutral,"[0.1,0.3)",11.0,12.0,11.0,4.0,2.6363637447357178,5.0,2.200000047683716,0.5833333134651184,3163.0,0.36363636363636365
552792802309181440,charliehebdo,train,0.7,5,3,0.6,0.2,0.2,0.3333333333333333,0.6666666666666666,0.0,negative,neutral,"[0.3,0.6)",5.0,6.0,5.0,4.0,1.2000000476837158,2.0,2.5,0.6666666865348816,472.0,0.8
552792913910833152,charliehebdo,train,0.7,3,2,1.0,0.0,0.0,0.0,1.0,0.0,negative,neutral,"[0.0,0.1)",3.0,4.0,3.0,3.0,1.0,1.0,3.0,0.75,119.0,1.0
552793679082311680,charliehebdo,train,0.7,10,5,0.0,1.0,0.0,0.2,0.8,0.0,neutral,neutral,"[0.1,0.3)",10.0,11.0,10.0,3.0,1.7000000476837158,2.0,5.0,0.8181818127632141,840.0,0.3
552802654641225728,charliehebdo,train,0.7,4,3,0.5,0.25,0.25,0.3333333333333333,0.3333333333333333,0.3333333333333333,negative,negative,"[0.3,0.6)",4.0,5.0,4.0,4.0,1.0,1.0,4.0,0.800000011920929,276.0,1.0
552805488631758849,charliehebdo,train,0.7,77,33,0.22077922077922077,0.7142857142857143,0.06493506493506493,0.15151515151515152,0.8484848484848485,0.0,neutral,neutral,"[0.1,0.3)",77.0,78.0,77.0,12.0,6.467532634735107,16.0,1.5399999618530273,0.3589743673801422,3364.0,0.15584415584415584
552806309540528128,charliehebdo,train,0.7,27,12,0.18518518518518517,0.7777777777777778,0.037037037037037035,0.0,0.9166666666666666,0.08333333333333333,neutral,neutral,"[0.0,0.1)",27.0,28.0,27.0,13.0,1.9629629850387573,5.0,2.454545497894287,0.6071428656578064,1518.0,0.48148148148148145
552806757672964097,charliehebdo,train,0.7,8,4,0.125,0.75,0.125,0.25,0.75,0.0,neutral,neutral,"[0.1,0.3)",8.0,9.0,8.0,7.0,1.125,2.0,4.0,0.7777777910232544,1197.0,0.875
552810448324943872,charliehebdo,train,0.7,13,6,0.15384615384615385,0.8461538461538461,0.0,0.0,1.0,0.0,neutral,neutral,"[0.0,0.1)",13.0,14.0,13.0,13.0,1.0,1.0,13.0,0.9285714030265808,477.0,1.0
552811386259386370,charliehebdo,train,0.7,12,6,0.3333333333333333,0.5833333333333334,0.08333333333333333,0.5,0.5,0.0,neutral,negative,"[0.3,0.6)",12.0,13.0,12.0,12.0,1.0,1.0,12.0,0.9230769276618958,476.0,1.0
552814494381256704,charliehebdo,train,0.7,7,3,0.5714285714285714,0.42857142857142855,0.0,0.3333333333333333,0.6666666666666666,0.0,negative,neutral,"[0.3,0.6)",7.0,8.0,7.0,7.0,1.0,1.0,7.0,0.875,829.0,1.0
552816020403269632,charliehebdo,train,0.7,3,2,0.0,1.0,0.0,0.5,0.5,0.0,neutral,negative,"[0.3,0.6)",3.0,4.0,3.0,2.0,1.0,1.0,3.0,0.75,1160.0,1.0
552821069036670976,charliehebdo,train,0.7,14,7,0.42857142857142855,0.5714285714285714,0.0,0.14285714285714285,0.8571428571428571,0.0,neutral,neutral,"[0.1,0.3)",14.0,15.0,14.0,11.0,1.2857142686843872,3.0,3.5,0.7333333492279053,2922.0,0.7857142857142857
552832817089236992,charliehebdo,train,0.7,8,4,0.25,0.625,0.125,0.0,1.0,0.0,neutral,neutral,"[0.0,0.1)",8.0,9.0,8.0,6.0,1.25,2.0,2.6666667461395264,0.6666666865348816,1237.0,0.75
552833028201144320,charliehebdo,train,0.7,12,6,0.25,0.75,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,neutral,negative,"[0.3,0.6)",12.0,13.0,12.0,11.0,1.0833333730697632,2.0,6.0,0.8461538553237915,1136.0,0.9166666666666666
552834961762709505,charliehebdo,train,0.7,11,6,0.0,0.8181818181818182,0.18181818181818182,0.0,1.0,0.0,neutral,neutral,"[0.0,0.1)",11.0,12.0,11.0,10.0,1.0909091234207153,2.0,5.5,0.8333333134651184,1601.0,0.9090909090909091
552848620375261184,charliehebdo,train,0.7,10,5,0.0,0.9,0.1,0.0,1.0,0.0,neutral,neutral,"[0.0,0.1)",10.0,11.0,10.0,9.0,1.100000023841858,2.0,5.0,0.8181818127632141,926.0,0.9
552978099357237248,charliehebdo,train,0.7,2,1,0.0,1.0,0.0,0.0,1.0,0.0,neutral,neutral,"[0.0,0.1)",2.0,3.0,2.0,2.0,1.0,1.0,2.0,0.6666666865348816,1367.0,1.0
552978184413921281,charliehebdo,train,0.7,1,1,0.0,1.0,0.0,0.0,1.0,0.0,neutral,neutral,"[0.0,0.1)",1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,0.0,1.0
552982613288157184,charliehebdo,train,0.7,2,2,0.0,0.5,0.5,0.0,1.0,0.0,neutral,neutral,"[0.0,0.1)",2.0,3.0,2.0,2.0,1.0,1.0,2.0,0.6666666865348816,1688.0,1.0
552984502063337472,charliehebdo,train,0.7,2,1,0.0,1.0,0.0,0.0,1.0,0.0,neutral,neutral,"[0.0,0.1)",2.0,3.0,2.0,2.0,1.0,1.0,2.0,0.6666666865348816,2040.0,1.0
552996335319007233,charliehebdo,train,0.7,10,5,0.1,0.8,0.1,0.0,1.0,0.0,neutral,neutral,"[0.0,0.1)",10.0,11.0,10.0,4.0,3.0999999046325684,7.0,1.4285714626312256,0.3636363744735718,3295.0,0.4
553107921081749504,charliehebdo,train,0.7,4,2,0.0,1.0,0.0,0.0,1.0,0.0,neutral,neutral,"[0.0,0.1)",4.0,5.0,4.0,4.0,1.0,1.0,4.0,0.800000011920929,1407.0,1.0
553152395371630592,charliehebdo,train,0.7,14,7,0.0,0.9285714285714286,0.07142857142857142,0.0,1.0,0.0,neutral,neutral,"[0.0,0.1)",14.0,15.0,14.0,14.0,1.0,1.0,14.0,0.9333333373069763,10097.0,1.0
553160652567498752,charliehebdo,train,0.7,7,4,0.42857142857142855,0.5714285714285714,0.0,0.0,1.0,0.0,neutral,neutral,"[0.0,0.1)",7.0,8.0,7.0,7.0,1.0,1.0,7.0,0.875,4460.0,1.0
553164985460068352,charliehebdo,train,0.7,9,5,0.1111111111111111,0.8888888888888888,0.0,0.0,0.8,0.2,neutral,neutral,"[0.0,0.1)",9.0,10.0,9.0,9.0,1.0,1.0,9.0,0.8999999761581421,1337.0,1.0
553184482241814530,charliehebdo,train,0.7,19,9,0.0,0.8947368421052632,0.10526315789473684,0.1111111111111111,0.8888888888888888,0.0,neutral,neutral,"[0.1,0.3)",19.0,20.0,19.0,19.0,1.0,1.0,19.0,0.949999988079071,2752.0,1.0
553197863971610624,charliehebdo,train,0.7,16,7,0.3125,0.625,0.0625,0.14285714285714285,0.7142857142857143,0.14285714285714285,neutral,neutral,"[0.1,0.3)",16.0,17.0,16.0,13.0,1.1875,2.0,8.0,0.8823529481887817,1716.0,0.8125
553212962044149761,charliehebdo,train,0.7,5,3,0.2,0.6,0.2,0.0,1.0,0.0,neutral,neutral,"[0.0,0.1)",5.0,6.0,5.0,5.0,1.0,1.0,5.0,0.8333333134651184,274.0,1.0
553221600955621376,charliehebdo,train,0.7,1,1,0.0,1.0,0.0,0.0,1.0,0.0,neutral,neutral,"[0.0,0.1)",1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,0.0,1.0
553461741917863936,charliehebdo,train,0.7,13,6,0.07692307692307693,0.8461538461538461,0.07692307692307693,0.0,1.0,0.0,neutral,neutral,"[0.0,0.1)",13.0,14.0,13.0,13.0,1.0,1.0,13.0,0.9285714030265808,8153.0,1.0
553467311261503488,charliehebdo,train,0.7,1,1,0.0,1.0,0.0,0.0,1.0,0.0,neutral,neutral,"[0.0,0.1)",1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,0.0,1.0
553470492565602305,charliehebdo,train,0.7,5,3,0.0,0.6,0.4,0.0,1.0,0.0,neutral,neutral,"[0.0,0.1)",5.0,6.0,5.0,5.0,1.0,1.0,5.0,0.8333333134651184,689.0,1.0
